id,Country,City,AccentCity,Region,Population,Latitude,Longitude
2907755,us,alabaster,Alabaster,AL,26738.0,33.2441667,-86.8163889
2907759,us,albertville,Albertville,AL,18368.0,34.2675,-86.2088889
2907765,us,alexander city,Alexander City,AL,14993.0,32.9438889,-85.95388890000001
2907804,us,anniston,Anniston,AL,23423.0,33.6597222,-85.8316667
2907848,us,athens,Athens,AL,20470.0,34.8027778,-86.9716667
2907855,us,auburn,Auburn,AL,49833.0,32.6097222,-85.4808333
2908015,us,bessemer,Bessemer,AL,28628.0,33.4016667,-86.9544444
2908046,us,birmingham,Birmingham,AL,231621.0,33.5205556,-86.8025
2908668,us,cullman,Cullman,AL,14796.0,34.1747222,-86.84361109999999
2908701,us,daphne,Daphne,AL,18581.0,30.6033333,-87.90361109999999
2908730,us,decatur,Decatur,AL,54621.0,34.6058333,-86.9833333
2908787,us,dothan,Dothan,AL,61741.0,31.223055600000006,-85.3905556
2908939,us,enterprise,Enterprise,AL,22572.0,31.315,-85.8552778
2908954,us,eufaula,Eufaula,AL,13453.0,31.891111100000003,-85.1455556
2908982,us,fairfield,Fairfield,AL,11641.0,33.485833299999996,-86.9119444
2908986,us,fairhope,Fairhope,AL,15419.0,30.5227778,-87.9033333
2909053,us,florence,Florence,AL,35733.0,34.7997222,-87.6772222
2909087,us,fort payne,Fort Payne,AL,13586.0,34.444166700000004,-85.7197222
2909142,us,gadsden,Gadsden,AL,36821.0,34.014166700000004,-86.0066667
2909161,us,gardendale,Gardendale,AL,12370.0,33.66,-86.81277779999999
2909380,us,hartselle,Hartselle,AL,13089.0,34.4433333,-86.9352778
2909416,us,helena,Helena,AL,13119.0,33.296111100000005,-86.84361109999999
2909519,us,homewood,Homewood,AL,23815.0,33.4716667,-86.8008333
2909526,us,hoover,Hoover,AL,66752.0,33.4052778,-86.81138890000001
2909557,us,hueytown,Hueytown,AL,15308.0,33.451111100000006,-86.9966667
2909571,us,huntsville,Huntsville,AL,167528.0,34.730277799999996,-86.5861111
2909609,us,irondale,Irondale,AL,9652.0,33.53805560000001,-86.7072222
2909632,us,jacksonville,Jacksonville,AL,8603.0,33.8136111,-85.76138890000001
2909638,us,jasper,Jasper,AL,13831.0,33.8311111,-87.2775
2909843,us,leeds,Leeds,AL,11167.0,33.548055600000005,-86.5444444
2910001,us,madison,Madison,AL,37652.0,34.6991667,-86.7483333
2910182,us,millbrook,Millbrook,AL,14308.0,32.4797222,-86.3619444
2910216,us,mobile,Mobile,AL,190274.0,30.6941667,-88.0430556
2910236,us,montgomery,Montgomery,AL,198325.0,32.3666667,-86.3
2910314,us,mountain brook,Mountain Brook,AL,19509.0,33.5008333,-86.7522222
2910339,us,muscle shoals,Muscle Shoals,AL,12314.0,34.7447222,-87.6675
2910452,us,northport,Northport,AL,20574.0,33.228888899999994,-87.57722220000001
2910543,us,opelika,Opelika,AL,23625.0,32.6452778,-85.3783333
2910572,us,oxford,Oxford,AL,16058.0,33.6141667,-85.835
2910576,us,ozark,Ozark,AL,14967.0,31.458888899999998,-85.6405556
2910648,us,pelham,Pelham,AL,19438.0,33.2855556,-86.81
2910650,us,pell city,Pell City,AL,10773.0,33.586111100000004,-86.28611109999999
2910682,us,phenix city,Phenix City,AL,28427.0,32.470833299999995,-85.0008333
2910758,us,pleasant grove,Pleasant Grove,AL,10440.0,33.4908333,-86.97027779999999
2910812,us,prattville,Prattville,AL,28265.0,32.46388889999999,-86.4597222
2910819,us,prichard,Prichard,AL,27505.0,30.738611100000004,-88.07888890000001
2911099,us,saraland,Saraland,AL,12660.0,30.820555600000006,-88.07055559999999
2911125,us,scottsboro,Scottsboro,AL,14737.0,34.6722222,-86.0341667
2911153,us,selma,Selma,AL,18980.0,32.4072222,-87.02111109999998
2911184,us,sheffield,Sheffield,AL,9041.0,34.765,-87.6986111
2911452,us,sylacauga,Sylacauga,AL,12543.0,33.173055600000005,-86.2516667
2911463,us,talladega,Talladega,AL,19408.0,33.4358333,-86.1058333
2911578,us,troy,Troy,AL,13337.0,31.808611100000004,-85.97
2911580,us,trussville,Trussville,AL,15903.0,33.6197222,-86.60888890000001
2911601,us,tuscaloosa,Tuscaloosa,AL,79816.0,33.2097222,-87.5691667
2911603,us,tuskegee,Tuskegee,AL,11423.0,32.423888899999994,-85.6916667
2911638,us,valley,Valley,AL,8663.0,32.818611100000005,-85.17944440000001
2911666,us,vestavia hills,Vestavia Hills,AL,37988.0,33.4486111,-86.78777779999999
2912001,us,anchorage,Anchorage,AK,276263.0,61.2180556,-149.90027780000003
2912020,us,barrow,Barrow,AK,4336.0,71.2905556,-156.7886111
2912029,us,bethel,Bethel,AK,6228.0,60.792222200000005,-161.7558333
2912100,us,college,College,AK,11413.0,64.8569444,-147.80277780000003
2912164,us,fairbanks,Fairbanks,AK,31351.0,64.8377778,-147.7163889
2912224,us,homer,Homer,AK,6560.0,59.6425,-151.5483333
2912251,us,juneau,Juneau,AK,31796.0,58.301944400000004,-134.4197222
2912275,us,kenai,Kenai,AK,7610.0,60.5544444,-151.2583333
2912279,us,ketchikan,Ketchikan,AK,7172.0,55.34222220000001,-131.6461111
2912296,us,kodiak,Kodiak,AK,6148.0,57.79,-152.40722219999998
2912416,us,nome,Nome,AK,3485.0,64.5011111,-165.4063889
2912448,us,palmer,Palmer,AK,6585.0,61.59972220000001,-149.1127778
2912539,us,sitka,Sitka,AK,8931.0,57.0530556,-135.33
2912546,us,soldotna,Soldotna,AK,4136.0,60.487777799999996,-151.05833330000002
2912555,us,sterling,Sterling,AK,5173.0,60.53722220000001,-150.7647222
2912626,us,wasilla,Wasilla,AK,8521.0,61.58138889999999,-149.4394444
2912830,us,apache junction,Apache Junction,AZ,34904.0,33.415,-111.5488889
2912863,us,avondale,Avondale,AZ,69679.0,33.4355556,-112.34888889999999
2912963,us,buckeye,Buckeye,AZ,9039.0,33.3702778,-112.58305559999998
2912969,us,bullhead city,Bullhead City,AZ,37989.0,35.1477778,-114.5675
2913001,us,camp verde,Camp Verde,AZ,10298.0,34.5636111,-111.85361110000001
2913020,us,casa grande,Casa Grande,AZ,32138.0,32.8794444,-111.75666670000001
2913030,us,casas adobes,Casas Adobes,AZ,77904.0,32.3233333,-110.99444440000002
2913040,us,catalina foothills,Catalina Foothills,AZ,71589.0,32.2977778,-110.91805559999999
2913066,us,chandler,Chandler,AZ,234297.0,33.3061111,-111.84055559999999
2913089,us,chino valley,Chino Valley,AZ,9233.0,34.7575,-112.45305559999998
2913158,us,coolidge,Coolidge,AZ,8487.0,32.9777778,-111.51694440000001
2913182,us,cottonwood,Cottonwood,AZ,10681.0,34.7391667,-112.00916670000001
2913270,us,douglas,Douglas,AZ,16692.0,31.344444399999997,-109.54472220000001
2913274,us,drexel heights,Drexel Heights,AZ,35743.0,32.1411111,-111.0277778
2913302,us,el mirage,El Mirage,AZ,32308.0,33.6130556,-112.3238889
2913316,us,eloy,Eloy,AZ,11019.0,32.7558333,-111.55416670000001
2913347,us,flagstaff,Flagstaff,AZ,57566.0,35.1980556,-111.65055559999999
2913350,us,florence,Florence,AZ,15482.0,33.031388899999996,-111.3866667
2913355,us,flowing wells,Flowing Wells,AZ,15339.0,32.2938889,-111.00916670000001
2913373,us,fortuna foothills,Fortuna Foothills,AZ,30680.0,32.6577778,-114.4111111
2913375,us,fountain hills,Fountain Hills,AZ,23116.0,33.6116667,-111.71666670000002
2913404,us,gilbert,Gilbert,AZ,170829.0,33.3527778,-111.78833329999999
2913414,us,glendale,Glendale,AZ,240112.0,33.538611100000004,-112.1852778
2913425,us,goodyear,Goodyear,AZ,42738.0,33.4352778,-112.3575
